21,1,2,4,1,88102231,31053926,13703110,7764068,43345195,12207281
21,1,2,4,2,45674250,22808467,7201482,4908277,15664301,6029842
21,1,2,4,3,42427981,8245459,6501628,2855791,27680894,6177439
22,1,2,5,1,81398001,39801877,13073635,7038019,28522489,7072201
22,1,2,5,2,41307634,29700397,6424720,4266405,5182517,2448996
22,1,2,5,3,40090367,10101480,6648915,2771614,23339972,4623205
23,1,2,6,1,71731534,38855013,11391220,5771657,21485301,3932638
23,1,2,6,2,36230268,28903218,5182516,3332006,2144534,892530
23,1,2,6,3,35501266,9951795,6208704,2439651,19340767,3040108
24,1,2,7,1,69143968,39270741,10806085,5269182,19067142,2935179
24,1,2,7,2,34933268,28806602,4746750,2969250,1379916,472874
24,1,2,7,3,34210700,10464139,6059335,2299932,17687226,2462305
25,1,2,8,1,109788967,64023114,16161832,7145941,29604021,3206544
25,1,2,8,2,56881538,47725872,7049001,4056920,2106665,513365
25,1,2,8,3,52907429,16297242,9112831,3089021,27497356,2693179
26,1,2,9,1,72273271,39518434,9782265,3555059,22972572,1430253
26,1,2,9,2,37141300,30004316,4289226,2044489,2847758,321214
26,1,2,9,3,35131971,9514118,5493039,1510570,20124814,1109039
27,1,2,10,1,52776611,19901168,6477363,1866384,26398080,915114
27,1,2,10,2,26008879,15002605,3216517,1147657,7789757,332384
27,1,2,10,3,26767732,4898563,3260846,718727,18608323,582730
28,1,2,11,1,23562207,5793850,1961019,428822,15807338,252061
28,1,2,11,2,11713743,4621775,1148332,289689,5943636,106115
28,1,2,11,3,11848464,1172075,812687,139133,9863702,145946
29,1,2,12,1,9212211,1522544,541485,128630,7148182,89182
29,1,2,12,2,4311924,1194690,314585,82798,2802649,36698
29,1,2,12,3,4900287,327854,226900,45832,4345533,52484
30,1,2,13,1,3533887,961226,358023,133871,2214638,85864
30,1,2,13,2,1857504,706129,183924,81976,967451,41804
30,1,2,13,3,1676383,255097,174099,51895,1247187,44060
31,1,2,14,1,586901492,266302452,84893065,41670819,235705975,42179760
31,1,2,14,2,302593493,197594533,40341845,24811396,64657115,17119414
31,1,2,14,3,284307999,68707919,44551220,16859423,171048860,25060346
32,1,2,15,1,85551029,27217562,8979867,2423836,49353600,1256357
32,1,2,15,2,42034546,20819070,4679434,1520144,16536042,475197
32,1,2,15,3,43516483,6398492,4300433,903692,32817558,781160
33,1,3,16,1,172245158,42080098,14025701,6943678,116139359,10320104
33,1,3,16,2,88273945,35521029,8180857,4796895,44572059,3871234
33,1,3,16,3,83971213,6559069,5844844,2146783,71567300,6448870
34,1,3,1,1,21478536,173163,220632,59784,21084741,229513
34,1,3,1,2,11083818,101467,115024,33048,10867327,121877
34,1,3,1,3,10394718,71696,105608,26736,10217414,107636
35,1,3,2,1,21451442,580455,653335,230778,20217652,686421
35,1,3,2,2,11084681,410040,365179,148529,10309462,384464
35,1,3,2,3,10366761,170415,288156,82249,9908190,301957
36,1,3,3,1,19101614,3055465,1849241,1012236,14196908,2796390
36,1,3,3,2,9900673,2471947,1165860,725470,6262866,1468214
36,1,3,3,3,9200941,583518,683381,286766,7934042,1328176
37,1,3,4,1,16640317,5422427,2172875,1261423,9045015,2442263
37,1,3,4,2,8546075,4609118,1357936,906875,2579021,1046511
37,1,3,4,3,8094242,813309,814939,354548,6465994,1395752
38,1,3,5,1,13927787,5900821,1863508,1033538,6163458,1409445
38,1,3,5,2,7006039,5049246,1098798,716171,857995,386621
38,1,3,5,3,6921748,851575,764710,317367,5305463,1022824
39,1,3,6,1,11540455,5382113,1532122,806945,4626220,819117
39,1,3,6,2,5789206,4567678,852496,541499,369032,142577
39,1,3,6,3,5751249,814435,679626,265446,4257188,676540
40,1,3,7,1,10873884,5303764,1425196,726140,4144924,648788
40,1,3,7,2,5466174,4458652,769453,478265,238069,78897
40,1,3,7,3,5407710,845112,655743,247875,3906855,569891
41,1,3,8,1,16182321,8167810,2044796,970001,5969715,714751
41,1,3,8,2,8411450,6944127,1117483,652985,349840,87506
41,1,3,8,3,7770871,1223683,927313,317016,5619875,627245
42,1,3,9,1,9894968,4669962,1164997,477222,4060009,313469
42,1,3,9,2,5113358,4000198,651238,329195,461922,60797
42,1,3,9,3,4781610,669764,513759,148027,3598087,252672
43,1,3,10,1,6992014,2407393,748475,260465,3836146,178289
43,1,3,10,2,3531944,2041604,458023,187642,1032317,59712
43,1,3,10,3,3460070,365789,290452,72823,2803829,118577
44,1,3,11,1,2860381,667098,221422,63105,1971861,46904
44,1,3,11,2,1443647,574757,148691,47569,720199,19160
44,1,3,11,3,1416734,92341,72731,15536,1251662,27744
45,1,3,12,1,1202328,204241,73425,22249,924662,19319
45,1,3,12,2,566810,172315,46987,15846,347508,7362
45,1,3,12,3,635518,31926,26438,6403,577154,11957
46,1,3,13,1,663875,145386,55677,19792,462812,15435
46,1,3,13,2,349159,119880,33689,13801,195590,7536
46,1,3,13,3,314716,25506,21988,5991,267222,7899
47,1,3,14,1,98161346,37902362,12052735,6287505,48206249,9144223
47,1,3,14,2,50232975,32100966,7013264,4350460,11118745,3271123
47,1,3,14,3,47928371,5801396,5039471,1937045,37087504,5873100
48,1,3,15,1,11054723,3278732,1043322,345819,6732669,244512
48,1,3,15,2,5542401,2788676,653701,251057,2100024,86234
48,1,3,15,3,5512322,490056,389621,94762,4632645,158278
49,1,4,16,1,27819588,9107955,2550558,1096191,16161075,1909944
49,1,4,16,2,13751031,6094172,1180559,565715,6476300,716812
49,1,4,16,3,14068557,3013783,1369999,530476,9684775,1193132
50,1,4,1,1,2560275,21672,46975,9863,2491628,35269
50,1,4,1,2,1306536,11638,23497,5029,1271401,18022
50,1,4,1,3,1253739,10034,23478,4834,1220227,17247
51,1,4,2,1,2760926,60039,129067,29629,2571820,70768
51,1,4,2,2,1402808,34208,64581,15265,1304019,36297
51,1,4,2,3,1358118,25831,64486,14364,1267801,34471
52,1,4,3,1,2570883,292824,258821,123044,2019238,404403
52,1,4,3,2,1293777,178495,131268,66250,984014,207400
52,1,4,3,3,1277106,114329,127553,56794,1035224,197003
53,1,4,4,1,2441355,786750,344813,200140,1309792,518590
53,1,4,4,2,1189581,488746,167427,107452,533408,237563
53,1,4,4,3,1251774,298004,177386,92688,776384,281027
54,1,4,5,1,2305878,1165259,330123,183834,810496,322202
54,1,4,5,2,1113503,762743,154221,97168,196539,104634
54,1,4,5,3,1192375,402516,175902,86666,613957,217568
55,1,4,6,1,2046431,1187930,272112,136655,586389,180952
55,1,4,6,2,997121,797864,119610,68957,79647,37923
55,1,4,6,3,1049310,390066,152502,67698,506742,143029
56,1,4,7,1,2004636,1225662,259315,122142,519659,133920
56,1,4,7,2,967391,810331,107299,58393,49761,20158
56,1,4,7,3,1037245,415331,152016,63749,469898,113762
57,1,4,8,1,3505502,2184354,420495,166882,900653,145495
57,1,4,8,2,1727001,1465522,176625,81835,84854,23548
57,1,4,8,3,1778501,718832,243870,85047,815799,121947
58,1,4,9,1,2500983,1402403,269126,79289,829454,58506
58,1,4,9,2,1242559,982220,122221,40899,138118,15544
58,1,4,9,3,1258424,420183,146905,38390,691336,42962
59,1,4,10,1,1625748,560167,154496,33556,911085,29376
59,1,4,10,2,787036,402667,77141,18138,307228,11477
59,1,4,10,3,838712,157500,77355,15418,603857,17899
60,1,4,11,1,780150,162015,47074,6968,571061,6455
60,1,4,11,2,363817,118873,26786,4077,218158,2571
60,1,4,11,3,416333,43142,20288,2891,352903,3884
61,1,4,12,1,330504,42343,12524,2087,275637,2265
61,1,4,12,2,142732,30029,7142,1147,105561,866
61,1,4,12,3,187772,12314,5382,940,170076,1399
62,1,4,13,1,55912,16537,5617,2102,33758,1743
62,1,4,13,2,28473,10836,2741,1105,14896,809
62,1,4,13,3,27439,5701,2876,997,18862,934
63,1,4,14,1,17375668,8245182,2154805,1011986,6975681,1764068
63,1,4,14,2,8530933,5485921,978671,520954,2066341,646770
63,1,4,14,3,8844735,2759261,1176134,491032,4909340,1117298
64,1,4,15,1,2736402,764525,214094,42611,1757783,38096
64,1,4,15,2,1293585,551569,111069,23362,630947,14914
64,1,4,15,3,1442817,212956,103025,19249,1126836,23182
65,1,5,16,1,20833116,6402567,1164622,511825,13265927,1120814
65,1,5,16,2,10948431,5490117,578301,307788,4880013,449704
65,1,5,16,3,9884685,912450,586321,204037,8385914,671110
66,1,5,1,1,1687394,15618,18268,5154,1653508,16462
66,1,5,1,2,935267,9718,10090,2947,915459,9291
66,1,5,1,3,752127,5900,8178,2207,738049,7171
67,1,5,2,1,1904993,43924,43090,15012,1817979,42268
67,1,5,2,2,1070813,32616,24167,9052,1014030,25009
67,1,5,2,3,834180,11308,18923,5960,803949,17259
68,1,5,3,1,2111594,278127,130458,71720,1703009,283924
68,1,5,3,2,1170625,237863,78898,47885,853864,165270
68,1,5,3,3,940969,40264,51560,23835,849145,118654
69,1,5,4,1,2051985,692071,174072,98835,1185842,306038
69,1,5,4,2,1070357,597715,99048,64774,373594,140795
69,1,5,4,3,981628,94356,75024,34061,812248,165243
70,1,5,5,1,1774466,842147,146475,73882,785844,161670
70,1,5,5,2,907627,719013,74632,45178,113982,47871
70,1,5,5,3,866839,123134,71843,28704,671862,113799
71,1,5,6,1,1548589,795873,125109,56863,627607,84918
71,1,5,6,2,784050,676819,55778,31530,51453,16360
71,1,5,6,3,764539,119054,69331,25333,576154,68558
72,1,5,7,1,1473691,774098,116554,50069,583039,63692
72,1,5,7,2,739310,653325,48592,26555,37393,9257
72,1,5,7,3,734381,120773,67962,23514,545646,54435
73,1,5,8,1,2587268,1366503,185672,71866,1035093,81488
73,1,5,8,2,1307385,1163707,76922,39050,66756,12516
73,1,5,8,3,1279883,202796,108750,32816,968337,68972
74,1,5,9,1,1736200,877011,105358,34707,753831,38308
74,1,5,9,2,894607,762552,46644,19967,85411,8279
74,1,5,9,3,841593,114459,58714,14740,668420,30029
75,1,5,10,1,1420137,499771,82102,24483,838264,30303
75,1,5,10,2,710546,442541,41264,14713,226741,9992
75,1,5,10,3,709591,57230,40838,9770,611523,20311
76,1,5,11,1,653202,158214,25850,6213,469138,7819
76,1,5,11,2,345812,142983,15830,4278,186999,3410
76,1,5,11,3,307390,15231,10020,1935,282139,4409
77,1,5,12,1,327614,47459,8539,1899,271616,2611
77,1,5,12,2,165370,41656,4985,1205,118729,1098
77,1,5,12,3,162244,5803,3554,694,152887,1513
78,1,5,13,1,43340,11751,3075,1122,28514,1313
78,1,5,13,2,22979,9609,1451,654,11919,556
78,1,5,13,3,20361,2142,1624,468,16595,757
79,1,5,14,1,13283793,5625830,983698,457942,6674265,1020038
79,1,5,14,2,6873961,4810994,480514,274939,1582453,400348
79,1,5,14,3,6409832,814836,503184,183003,5091812,619690
80,1,5,15,1,2400953,705444,116491,32595,1579018,40733
80,1,5,15,2,1221728,627180,62079,20196,532469,14500
80,1,5,15,3,1179225,78264,54412,12399,1046549,26233
81,1,6,16,1,8442972,3020232,622910,294996,4799830,374939
81,1,6,16,2,4296010,1992873,300774,166460,2002363,174612
81,1,6,16,3,4146962,1027359,322136,128536,2797467,200327
82,1,6,1,1,740778,9073,6240,1129,725465,5300
82,1,6,1,2,383089,4794,3280,591,375015,2734
82,1,6,1,3,357689,4279,2960,538,350450,2566
83,1,6,2,1,840760,21526,16648,3954,802586,11556
83,1,6,2,2,434979,12398,8449,2204,414132,6104
83,1,6,2,3,405781,9128,8199,1750,388454,5452
84,1,6,3,1,827418,120376,50721,25543,656321,83319
84,1,6,3,2,433708,77322,27715,15494,328671,46921
84,1,6,3,3,393710,43054,23006,10049,327650,36398
85,1,6,4,1,851088,312035,87747,51676,451306,114036
85,1,6,4,2,435226,206050,47059,31612,182117,59563
85,1,6,4,3,415862,105985,40688,20064,269189,54473
86,1,6,5,1,775032,410407,86339,48823,278286,70059
86,1,6,5,2,393234,277345,43894,28601,71995,30842
86,1,6,5,3,381798,133062,42445,20222,206291,39217
87,1,6,6,1,658703,406535,72399,38717,179769,32857
87,1,6,6,2,334079,272145,34288,21495,27646,11159
87,1,6,6,3,324624,134390,38111,17222,152123,21698
88,1,6,7,1,622972,407790,67868,34666,147314,20098
88,1,6,7,2,313829,267092,31018,18693,15719,5145
88,1,6,7,3,309143,140698,36850,15973,131595,14953
89,1,6,8,1,980064,655463,101505,46978,223096,19136
89,1,6,8,2,503637,435572,45077,24960,22988,4975
89,1,6,8,3,476427,219891,56428,22018,200108,14161
90,1,6,9,1,639087,392759,63864,24189,182464,8762
90,1,6,9,2,326031,264023,27647,12632,34361,2988
90,1,6,9,3,313056,128736,36217,11557,148103,5774
91,1,6,10,1,489289,200309,47474,14108,241506,6433
91,1,6,10,2,224661,119466,20534,7144,84661,2683
91,1,6,10,3,264628,80843,26940,6964,156845,3750
92,1,6,11,1,228452,60922,16325,3551,151205,2041
92,1,6,11,2,109410,41280,8722,2094,59408,856
92,1,6,11,3,119042,19642,7603,1457,91797,1185
93,1,6,12,1,77664,14033,3723,783,59908,692
93,1,6,12,2,35750,9509,2068,474,24173,310
93,1,6,12,3,41914,4524,1655,309,35735,382
94,1,6,13,1,25799,9004,2057,879,14738,650
94,1,6,13,2,13635,5877,1023,466,6735,332
94,1,6,13,3,12164,3127,1034,413,8003,318
95,1,6,14,1,5354364,2705365,530443,270592,2118556,348267
95,1,6,14,2,2739744,1799549,256698,153487,683497,161593
95,1,6,14,3,2614620,905816,273745,117105,1435059,186674
96,1,6,15,1,795405,275264,67522,18442,452619,9166
96,1,6,15,2,369821,170255,31324,9712,168242,3849
96,1,6,15,3,425584,105009,36198,8730,284377,5317
97,1,7,16,1,4451753,1464026,117576,30206,2870151,146863
97,1,7,16,2,2278097,1255651,59147,18334,963299,61769
97,1,7,16,3,2173656,208375,58429,11872,1906852,85094
98,1,7,1,1,306113,2618,2499,498,300996,1830
98,1,7,1,2,163359,1519,1332,285,160508,940
98,1,7,1,3,142754,1099,1167,213,140488,890
99,1,7,2,1,340952,4674,3617,771,332661,3394
99,1,7,2,2,182042,3271,1960,433,176811,1819
99,1,7,2,3,158910,1403,1657,338,155850,1575
100,1,7,3,1,359137,18185,7928,3012,333024,25623
100,1,7,3,2,190812,14290,4571,1886,171951,14670
100,1,7,3,3,168325,3895,3357,1126,161073,10953
101,1,7,4,1,381590,101774,15608,6874,264208,51168
101,1,7,4,2,195758,80897,8644,4275,106217,26001
101,1,7,4,3,185832,20877,6964,2599,157991,25167
102,1,7,5,1,385662,189965,15146,5326,180551,26638
102,1,7,5,2,194577,157919,8242,3410,28416,9729
102,1,7,5,3,191085,32046,6904,1916,152135,16909
103,1,7,6,1,365817,194628,12776,3404,158413,12027
103,1,7,6,2,184013,166815,6333,2076,10865,2778
103,1,7,6,3,181804,27813,6443,1328,147548,9249
104,1,7,7,1,348301,188252,12155,2825,147894,8393
104,1,7,7,2,172807,160064,5421,1603,7322,1439
104,1,7,7,3,175494,28188,6734,1222,140572,6954
105,1,7,8,1,635252,349069,20098,3973,266085,9357
105,1,7,8,2,322084,301001,8856,2345,12227,1630
105,1,7,8,3,313168,48068,11242,1628,253858,7727
106,1,7,9,1,485643,252537,13869,2058,219237,4381
106,1,7,9,2,249982,223944,6371,1180,19667,1116
106,1,7,9,3,235661,28593,7498,878,199570,3265
107,1,7,10,1,321637,112108,8572,969,200957,2706
107,1,7,10,2,160326,100923,4347,545,55056,1053
107,1,7,10,3,161311,11185,4225,424,145901,1653
108,1,7,11,1,166035,36399,3621,267,126015,748
108,1,7,11,2,80880,33085,2116,156,45679,321
108,1,7,11,3,85155,3314,1505,111,80336,427
109,1,7,12,1,66090,9206,1081,99,55803,324
109,1,7,12,2,29094,8079,642,61,20373,145
109,1,7,12,3,36996,1127,439,38,35430,179
110,1,7,13,1,15191,4611,606,130,9974,274
110,1,7,13,2,7710,3844,312,79,3554,128
110,1,7,13,3,7481,767,294,51,6420,146
111,1,7,14,1,2961402,1294410,97580,27472,1569412,137587
111,1,7,14,2,1510033,1104930,48438,16775,356665,57363
111,1,7,14,3,1451369,189480,49142,10697,1212747,80224
112,1,7,15,1,553762,157713,13274,1335,382775,3778
112,1,7,15,2,270300,142087,7105,762,121108,1519
112,1,7,15,3,283462,15626,6169,573,261667,2259
113,1,8,16,1,7937734,2001370,1848267,1053445,4088097,329249
113,1,8,16,2,3952064,1291787,811485,535954,1848792,140112
113,1,8,16,3,3985670,709583,1036782,517491,2239305,189137
114,1,8,1,1,972778,7652,20885,3094,944241,9285
114,1,8,1,2,493681,3991,10087,1537,479603,4755
114,1,8,1,3,479097,3661,10798,1557,464638,4530
115,1,8,2,1,968883,24128,85326,22492,859429,24240
115,1,8,2,2,491056,13300,40574,11135,437182,12427
115,1,8,2,3,477827,10828,44752,11357,422247,11813
116,1,8,3,1,792176,110629,209515,123275,472032,96803
116,1,8,3,2,404989,65036,101478,64938,238475,51595
116,1,8,3,3,387187,45593,108037,58337,233557,45208
117,1,8,4,1,689218,211857,262617,173703,214744,77700
117,1,8,4,2,333573,129140,117479,89226,86954,36936
117,1,8,4,3,355645,82717,145138,84477,127790,40764
118,1,8,5,1,623090,261822,243778,159246,117490,42335
118,1,8,5,2,309519,169414,109183,83081,30922,15817
118,1,8,5,3,313571,92408,134595,76165,86568,26518
119,1,8,6,1,528517,250508,202349,129136,75660,22098
119,1,8,6,2,258210,160735,84969,64404,12506,5868
119,1,8,6,3,270307,89773,117380,64732,63154,16230
120,1,8,7,1,519601,260961,194539,121754,64101,16222
120,1,8,7,2,256471,168459,80226,59620,7786,3195
120,1,8,7,3,263130,92502,114313,62134,56315,13027
121,1,8,8,1,854155,442875,309801,182087,101479,19295
121,1,8,8,2,429928,290797,127277,89642,11854,3472
121,1,8,8,3,424227,152078,182524,92445,89625,15823
122,1,8,9,1,542521,263933,184318,91281,94270,10540
122,1,8,9,2,269604,177394,76795,46479,15415,2352
122,1,8,9,3,272917,86539,107523,44802,78855,8188
123,1,8,10,1,384490,126599,104489,37982,153402,7766
123,1,8,10,2,177784,85494,47685,20537,44605,2526
123,1,8,10,3,206706,41105,56804,17445,108797,5240
124,1,8,11,1,138086,29327,22226,6136,86533,1997
124,1,8,11,2,62541,20673,11531,3569,30337,763
124,1,8,11,3,75545,8654,10695,2567,56196,1234
125,1,8,12,1,45271,7152,5331,1784,32788,495
125,1,8,12,2,20400,4831,2769,1007,12800,193
125,1,8,12,3,24871,2321,2562,777,19988,302
126,1,8,13,1,17054,3927,3093,1475,10034,473
126,1,8,13,2,8628,2523,1432,779,4673,213
126,1,8,13,3,8426,1404,1661,696,5361,260
127,1,8,14,1,4549278,1802585,1606917,980482,1139776,284993
127,1,8,14,2,2262294,1160975,697407,497390,403912,119235
127,1,8,14,3,2286984,641610,909510,483092,735864,165758
128,1,8,15,1,567847,163078,132046,45902,272723,10258
128,1,8,15,2,260725,110998,61985,25113,87742,3482
128,1,8,15,3,307122,52080,70061,20789,184981,6776
129,1,1,16,1,833748852,245868421,102874671,48332810,485005760,38254008
129,1,1,16,2,427781058,178095330,48741683,28802771,200944045,15370813
129,1,1,16,3,405967794,67773091,54132988,19530039,284061715,22883195
130,1,1,1,1,93807612,807814,1078165,233906,91921633,769746
130,1,1,1,2,48825259,452342,550365,126235,47822552,406387
130,1,1,1,3,44982353,355472,527800,107671,44099081,363359
131,1,1,2,1,96804494,2461196,3755166,1059224,90588132,2084893
131,1,1,2,2,50488158,1490267,1897085,604721,47100806,1140156
131,1,1,2,3,46316336,970929,1858081,454503,43487326,944737
132,1,1,3,1,83902472,13265532,10959538,5681644,59677402,10312059
132,1,1,3,2,44570557,9213257,5982597,3610314,29374703,5709844
132,1,1,3,3,39331915,4052275,4976941,2071330,30302699,4602215
133,1,1,4,1,73835046,26970254,14414344,8231955,32450448,9422772
133,1,1,4,2,38138662,19459188,7464632,5197306,11214842,4472469
133,1,1,4,3,35696384,7511066,6949712,3034649,21235606,4950303
134,1,1,5,1,66068270,32040359,13492967,7373418,20534944,5215130
134,1,1,5,2,33375989,23336334,6479788,4448826,3559867,1665344
134,1,1,5,3,32692281,8704025,7013179,2924592,16975077,3549786
135,1,1,6,1,57911779,30774663,11708048,6060012,15429068,3030242
135,1,1,6,2,28934192,22207414,5193379,3481314,1533399,618714
135,1,1,6,3,28977587,8567249,6514669,2578698,13895669,2411528
136,1,1,7,1,56062707,31321754,11091946,5541217,13649007,2331394
136,1,1,7,2,28125561,22346701,4763822,3113522,1015038,341982
136,1,1,7,3,27937146,8975053,6328124,2427695,12633969,1989412
137,1,1,8,1,88269236,50854565,16600765,7580725,20813906,2668226
137,1,1,8,2,45429505,36838786,7067048,4289468,1523671,377721
137,1,1,8,3,42839731,14015779,9533717,3291257,19290235,2290505
138,1,1,9,1,57893302,31470188,10079182,3816549,16343932,1249675
138,1,1,9,2,29326076,23149486,4323929,2194916,1852661,235613
138,1,1,9,3,28567226,8320702,5755253,1621633,14491271,1014062
139,1,1,10,1,45207515,18310474,6771821,2025840,20125220,801282
139,1,1,10,2,22139903,13647640,3338910,1252261,5153353,250171
139,1,1,10,3,23067612,4662834,3432911,773579,14971867,551111
140,1,1,11,1,20191317,5456662,2032102,463504,12702553,229666
140,1,1,11,2,10091603,4339618,1189190,316068,4562795,91875
140,1,1,11,3,10099714,1117044,842912,147436,8139758,137791
141,1,1,12,1,7894990,1374336,551231,134785,5969423,74825
141,1,1,12,2,3765796,1074898,320666,87954,2370232,29769
141,1,1,12,3,4129194,299438,230565,46831,3599191,45056
142,1,1,13,1,2913452,760624,339396,130031,1813432,64098
142,1,1,13,2,1533420,539399,170272,79866,823749,30768
142,1,1,13,3,1380032,221225,169124,50165,989683,33330
143,1,1,14,1,483942812,216697315,88346790,44285520,178898707,34229498
143,1,1,14,2,247900542,156551166,41275195,26335666,50074181,13421687
143,1,1,14,3,236042270,60146149,47071595,17949854,128824526,20807811
144,1,1,15,1,73293822,25141472,9355154,2624129,38797196,1105773
144,1,1,15,2,35997302,19062156,4848766,1656283,12086380,371815
144,1,1,15,3,37296520,6079316,4506388,967846,26710816,733958
145,1,2,16,1,684093951,207832710,86597119,40161698,389664122,29401527
145,1,2,16,2,351423647,148237459,40215927,23636019,162970261,12206828
145,1,2,16,3,332670304,59595251,46381192,16525679,226693861,17194699
146,1,2,1,1,75229304,660177,856554,180600,73712573,566979
146,1,2,1,2,39208999,367862,436805,97237,38404332,299936
146,1,2,1,3,36020305,292315,419749,83363,35308241,267043
147,1,2,2,1,78270614,1980506,3002066,818918,73288042,1489405
147,1,2,2,2,40869523,1167940,1493343,456659,38208240,815502
147,1,2,2,3,37401091,812566,1508723,362259,35079802,673903
148,1,2,3,1,68004920,10790423,8924306,4565898,48290191,7934673
148,1,2,3,2,36272394,7313957,4779343,2856887,24179094,4487421
148,1,2,3,3,31732526,3476466,4144963,1709011,24111097,3447252
149,1,2,4,1,60309704,22466321,11990078,6785770,25853305,7384625
149,1,2,4,2,31249789,15900743,6095127,4240180,9253919,3636833
149,1,2,4,3,29059915,6565578,5894951,2545590,16599386,3747792
150,1,2,5,1,54572123,27001139,11362512,6149827,16208472,4046417
150,1,2,5,2,27624340,19343327,5356161,3672525,2924852,1366472
150,1,2,5,3,26947783,7657812,6006351,2477302,13283620,2679945
151,1,2,6,1,48192438,26095553,9940474,5094088,12156411,2327125
151,1,2,6,2,24119112,18539741,4324269,2893646,1255102,507570
151,1,2,6,3,24073326,7555812,5616205,2200442,10901309,1819555
152,1,2,7,1,46748373,26618881,9433410,4663858,10696082,1765555
152,1,2,7,2,23501182,18695003,3975523,2592210,830656,278769
152,1,2,7,3,23247191,7923878,5457887,2071648,9865426,1486786
153,1,2,8,1,73692727,43230334,14130554,6372557,16331839,2008882
153,1,2,8,2,37995885,30860285,5893457,3562102,1242143,304145
153,1,2,8,3,35696842,12370049,8237097,2810455,15089696,1704737
154,1,2,9,1,48591722,26853066,8622214,3212885,13116442,954045
